date,beta_expectation,expected_target_beta,protected_beta,overlay_beta,beta_overlay_multiplier,deployment_overlay_multiplier,overlay_state,target_beta,raw_target_beta,entropy,prior_details,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,deployment_multiplier,expected_deployment_state,expected_deployment_multiplier,deployment_rank_abs_error,actual_deployment_cash,expected_deployment_cash,deployment_pacing_error,lock_active,target_bucket,close,price_topology_regime,price_topology_expected_beta,price_topology_confidence,price_topology_posterior_blend_weight,price_topology_beta_anchor_weight,forensic_snapshot_path,forensic_stress_score,forensic_mid_cycle_penalty,forensic_bust_penalty,resonance_action,resonance_confidence,resonance_reason,actual_regime_probability,brier,test_type,prob_MID_CYCLE,prob_LATE_CYCLE,prob_BUST,prob_RECOVERY,prob_delta_MID_CYCLE,prob_acceleration_MID_CYCLE,prob_trend_MID_CYCLE,prob_delta_LATE_CYCLE,prob_acceleration_LATE_CYCLE,prob_trend_LATE_CYCLE,prob_delta_BUST,prob_acceleration_BUST,prob_trend_BUST,prob_delta_RECOVERY,prob_acceleration_RECOVERY,prob_trend_RECOVERY
2018-01-02,1.0043462136485266,0.8,0.7477095179335196,0.7241619020852392,0.968507,0.978197,PENALTY,0.7255225807639061,1.0043462136485266,0.7852457832834023,"{'base_weight': 1.0, 'posterior_weight': 0.0, 'transition_weight': 0.0, 'base_priors': {'MID_CYCLE': 0.2428423594342877, 'LATE_CYCLE': 0.25215591583304586, 'BUST': 0.25215591583304586, 'RECOVERY': 0.25284580889962055}, 'posterior_prior': {'MID_CYCLE': 0.2428423594342877, 'LATE_CYCLE': 0.25215591583304586, 'BUST': 0.25215591583304586, 'RECOVERY': 0.25284580889962055}, 'transition_prior': {'MID_CYCLE': 0.2428423594342877, 'LATE_CYCLE': 0.25215591583304586, 'BUST': 0.25215591583304586, 'RECOVERY': 0.25284580889962055}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,150.22213745117188,MID_CYCLE,0.9016121552476746,0.044649408302381094,0.004600766652346268,0.007667944420577114,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-02.json,0.0,1.0,0.08000501277674837,SELL_QLD,0.8,System entropy is rebuilding into defensive fog.,0.09358505716851195,1.2009248646295156,VALIDATION,0.45021234255683606,0.09358505716851195,0.03759505824206023,0.4186075420325917,0.0,0.0,FLAT,0.0,0.0,FLAT,0.0,0.0,FLAT,0.0,0.0,FLAT
2018-01-03,1.0307404089195211,0.8,0.8319924777314138,0.7441814956542072,0.894457,0.926932,PENALTY,0.7307242646705752,1.0307404089195211,0.6378664196503179,"{'base_weight': 0.05, 'posterior_weight': 0.634531022342978, 'transition_weight': 0.315468977657022, 'base_priors': {'MID_CYCLE': 0.24291422553159908, 'LATE_CYCLE': 0.2521009615499431, 'BUST': 0.2520815576678058, 'RECOVERY': 0.252903255250652}, 'posterior_prior': {'MID_CYCLE': 0.45021234255683606, 'LATE_CYCLE': 0.09358505716851195, 'BUST': 0.03759505824206023, 'RECOVERY': 0.4186075420325917}, 'transition_prior': {'MID_CYCLE': 0.43124960017144187, 'LATE_CYCLE': 0.2087589035431079, 'BUST': 0.08903235739749228, 'RECOVERY': 0.2709591388879579}, 'is_stable': False, 'stress_score': 0.17265511171489026}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,151.6818389892578,LATE_CYCLE,0.8973976103830084,0.03885709873516118,0.003964042154832949,0.006606736924721581,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-03.json,0.17265511171489026,0.9889122354885931,0.0801827253391525,HOLD,0.0,Noise: No resonance detected,0.03626695409732328,1.3949811229449502,VALIDATION,0.5429066780293674,0.03626695409732328,0.00681472841390855,0.4140116394594008,0.0926943354,0.0,RISING,-0.0573181031,0.0,FALLING,-0.0307803298,0.0,FALLING,-0.0045959025,0.0,FALLING
2018-01-04,1.023608899535835,0.8,0.8268052094788148,0.6881541098752649,0.832305,0.883904,PENALTY,0.7121514548124206,1.023608899535835,0.6393737897912493,"{'base_weight': 0.05, 'posterior_weight': 0.6435450452110918, 'transition_weight': 0.30645495478890816, 'base_priors': {'MID_CYCLE': 0.24301867691047344, 'LATE_CYCLE': 0.252025812460362, 'BUST': 0.25199616065766633, 'RECOVERY': 0.2529593499714982}, 'posterior_prior': {'MID_CYCLE': 0.5429066780293674, 'LATE_CYCLE': 0.03626695409732328, 'BUST': 0.00681472841390855, 'RECOVERY': 0.4140116394594008}, 'transition_prior': {'MID_CYCLE': 0.48533732385193074, 'LATE_CYCLE': 0.18758123336182048, 'BUST': 0.06696407347008097, 'RECOVERY': 0.2601173693161678}, 'is_stable': False, 'stress_score': 0.2177252260554589}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,151.94720458984375,LATE_CYCLE,0.8850803690571326,0.38938440366642535,0.05114143951510314,0.0852357325251719,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-04.json,0.2177252260554589,0.8799298367265489,0.05978065814219979,HOLD,0.0,Noise: No resonance detected,0.045635377749132885,1.3863070836575293,VALIDATION,0.5883602504445115,0.045635377749132885,0.00644077015829034,0.3595636016480654,0.0454535724,-0.0472407631,RISING,0.0093684236,0.0666865267,RISING,-0.0003739582,0.0304063716,FALLING,-0.0544480379,-0.0498521353,FALLING
2018-01-05,1.0187190853974484,0.8,0.8286330154024044,0.6856034992468107,0.827391,0.880502,PENALTY,0.7051336209914861,1.0187190853974484,0.629146279794367,"{'base_weight': 0.05, 'posterior_weight': 0.6449858022545119, 'transition_weight': 0.3050141977454881, 'base_priors': {'MID_CYCLE': 0.2431394799010978, 'LATE_CYCLE': 0.25195361558729445, 'BUST': 0.25191026359861063, 'RECOVERY': 0.2529966409129971}, 'posterior_prior': {'MID_CYCLE': 0.5883602504445115, 'LATE_CYCLE': 0.045635377749132885, 'BUST': 0.00644077015829034, 'RECOVERY': 0.3595636016480654}, 'transition_prior': {'MID_CYCLE': 0.4980964409354084, 'LATE_CYCLE': 0.20175933421139713, 'BUST': 0.06732437537755648, 'RECOVERY': 0.23281984947563802}, 'is_stable': False, 'stress_score': 0.2249290112725596}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,RECOVERY,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,153.47323608398438,LATE_CYCLE,0.8855188448647174,0.4009795842783278,0.05311410194009386,0.08852350323348977,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-05.json,0.2249290112725596,0.876437761492775,0.05887852518537208,HOLD,0.0,Noise: No resonance detected,0.04923410673302708,1.3974452439215148,VALIDATION,0.6264015137441441,0.04923410673302708,0.0064508853470484975,0.3179134941757803,0.0380412633,-0.0074123091,RISING,0.003598729,-0.0057696947,RISING,1.01151e-05,0.0003840734,RISING,-0.0416501074,0.0127979304,FALLING
2018-01-08,1.019333381064521,0.8,0.8475370503720123,0.6677379978949426,0.787857,0.853132,PENALTY,0.6813925109313967,1.019333381064521,0.5902094848082702,"{'base_weight': 0.05, 'posterior_weight': 0.6440552307841795, 'transition_weight': 0.3059447692158205, 'base_priors': {'MID_CYCLE': 0.2432741740981298, 'LATE_CYCLE': 0.25188237153216575, 'BUST': 0.2518239989782253, 'RECOVERY': 0.25301945539147913}, 'posterior_prior': {'MID_CYCLE': 0.6264015137441441, 'LATE_CYCLE': 0.04923410673302708, 'BUST': 0.0064508853470484975, 'RECOVERY': 0.3179134941757803}, 'transition_prior': {'MID_CYCLE': 0.5098553834828803, 'LATE_CYCLE': 0.21085990497298862, 'BUST': 0.0672205679216303, 'RECOVERY': 0.21206414362250087}, 'is_stable': False, 'stress_score': 0.22027615392089733}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,154.0703582763672,LATE_CYCLE,0.890571061476407,0.21994022777798244,0.02640815816710923,0.04401359694518205,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-08.json,0.22027615392089733,0.9366643291675275,0.06956509970076062,HOLD,0.0,Noise: No resonance detected,0.03734205376715763,1.4542818781339346,VALIDATION,0.6645693468896633,0.03734205376715763,0.005011780193942137,0.2930768191492369,0.0381678332,0.0001265699,RISING,-0.0118920529,-0.0154907819,FALLING,-0.0014391051,-0.0014492203,FALLING,-0.0248366751,0.0168134324,FALLING
2018-01-09,1.0202784082496736,0.8,0.8662372372622098,0.6985233132813988,0.806388,0.865961,PENALTY,0.6815696222190687,1.0202784082496736,0.5517897993337768,"{'base_weight': 0.05, 'posterior_weight': 0.6335576639563515, 'transition_weight': 0.31644233604364846, 'base_priors': {'MID_CYCLE': 0.24342292620270523, 'LATE_CYCLE': 0.25180662102315243, 'BUST': 0.25173685381409766, 'RECOVERY': 0.2530335989600447}, 'posterior_prior': {'MID_CYCLE': 0.6645693468896633, 'LATE_CYCLE': 0.03734205376715763, 'BUST': 0.005011780193942137, 'RECOVERY': 0.2930768191492369}, 'transition_prior': {'MID_CYCLE': 0.5262335232830571, 'LATE_CYCLE': 0.20986433750744013, 'BUST': 0.06449750863961476, 'RECOVERY': 0.199404630569888}, 'is_stable': False, 'stress_score': 0.16778831978175737}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,154.079833984375,LATE_CYCLE,0.8965476241053177,0.054444440446597096,0.005685182432416988,0.009475304054028313,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-09.json,0.16778831978175737,0.9848316367699542,0.07921618864573826,HOLD,0.0,Noise: No resonance detected,0.026266454523950825,1.5074738134784864,VALIDATION,0.6957989101433637,0.026266454523950825,0.003769607298008054,0.27416502803467746,0.0312295632,-0.0069382699,RISING,-0.0110755993,0.0008164537,FALLING,-0.0012421729,0.0001969323,FALLING,-0.0189117911,0.0059248839,FALLING
2018-01-10,1.0174902841822673,0.8,0.8718389502147763,0.848752654813089,0.97352,0.981668,PENALTY,0.7333555767955074,1.0174902841822673,0.5353949949978128,"{'base_weight': 0.05, 'posterior_weight': 0.6242523811333873, 'transition_weight': 0.32574761886661263, 'base_priors': {'MID_CYCLE': 0.243583398108627, 'LATE_CYCLE': 0.25172661487414166, 'BUST': 0.25164889207857855, 'RECOVERY': 0.25304109493865284}, 'posterior_prior': {'MID_CYCLE': 0.6957989101433637, 'LATE_CYCLE': 0.026266454523950825, 'BUST': 0.003769607298008054, 'RECOVERY': 0.27416502803467746}, 'transition_prior': {'MID_CYCLE': 0.5400171870614664, 'LATE_CYCLE': 0.20817144018206, 'BUST': 0.0620686109105657, 'RECOVERY': 0.18974276184590794}, 'is_stable': False, 'stress_score': 0.12126190566693687}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,153.7196502685547,MID_CYCLE,0.905741441727191,0.12893265113315855,0.014498194270677023,0.02416365711779504,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-10.json,0.12126190566693687,1.0,0.07522949766425652,HOLD,0.0,Noise: No resonance detected,0.026314337217249368,1.5302428666115608,VALIDATION,0.7215563512775643,0.026314337217249368,0.0040996325413357165,0.24802967896385053,0.0257574412,-0.0054721221,RISING,4.78827e-05,0.0111234819,RISING,0.0003300252,0.0015721981,RISING,-0.026135349,-0.0072235579,FALLING
2018-01-11,1.0144405435396093,0.8,0.8758147057044174,0.5998524984546011,0.684908,0.781859,PENALTY,0.6396235513990541,1.0144405435396093,0.5218221589512915,"{'base_weight': 0.05, 'posterior_weight': 0.6444696656193293, 'transition_weight': 0.3055303343806707, 'base_priors': {'MID_CYCLE': 0.24375374135000627, 'LATE_CYCLE': 0.25164628091848956, 'BUST': 0.2515606687952503, 'RECOVERY': 0.25303930893625376}, 'posterior_prior': {'MID_CYCLE': 0.7215563512775643, 'LATE_CYCLE': 0.026314337217249368, 'BUST': 0.0040996325413357165, 'RECOVERY': 0.24802967896385053}, 'transition_prior': {'MID_CYCLE': 0.5485536518077545, 'LATE_CYCLE': 0.2127771046300829, 'BUST': 0.06183113813738078, 'RECOVERY': 0.17683810542478193}, 'is_stable': False, 'stress_score': 0.22234832809664629}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,154.771728515625,MID_CYCLE,0.908776023428419,0.20488751916669862,0.0243770666059796,0.04062844434329933,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-11.json,0.22234832809664629,1.0,0.07093776369246958,HOLD,0.0,Noise: No resonance detected,0.028093500115435047,1.5481940080203567,VALIDATION,0.7441327651906098,0.028093500115435047,0.004530216511165629,0.22324351818278962,0.0225764139,-0.0031810272,RISING,0.0017791629,0.0017312802,RISING,0.000430584,0.0001005588,RISING,-0.0247861608,0.0013491883,FALLING
2018-01-12,1.0087575329260143,0.8,0.8595897740479667,0.8595897740479667,1.0,1.0,NEUTRAL,0.7111522865261951,1.0087575329260143,0.5485780928877753,"{'base_weight': 0.05, 'posterior_weight': 0.6448030452083698, 'transition_weight': 0.3051969547916301, 'base_priors': {'MID_CYCLE': 0.24393290177044635, 'LATE_CYCLE': 0.2515662379744593, 'BUST': 0.2514722196845082, 'RECOVERY': 0.25302864057058616}, 'posterior_prior': {'MID_CYCLE': 0.7441327651906098, 'LATE_CYCLE': 0.028093500115435047, 'BUST': 0.004530216511165629, 'RECOVERY': 0.22324351818278962}, 'transition_prior': {'MID_CYCLE': 0.5555276988446607, 'LATE_CYCLE': 0.21794855127048834, 'BUST': 0.061907341928053396, 'RECOVERY': 0.16461640795679755}, 'is_stable': False, 'stress_score': 0.2240152260418493}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,155.90914916992188,LATE_CYCLE,0.8861490965852077,0.3789308536708513,0.04958700782941513,0.08264501304902523,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-12.json,0.2240152260418493,0.8837805000197475,0.06015675199782074,HOLD,0.0,Noise: No resonance detected,0.04519792270069134,1.5040461373122098,VALIDATION,0.7410785446435803,0.04519792270069134,0.005958726332366998,0.20776480632336136,-0.0030542206,-0.0256306345,FALLING,0.0171044226,0.0153252597,RISING,0.0014285098,0.0009979258,RISING,-0.0154787119,0.0093074489,FALLING
2018-01-16,1.0112107461879183,0.8,0.8821919144890158,0.8821919144890158,1.0,1.0,NEUTRAL,0.7558148397536486,1.0112107461879183,0.5022387381439524,"{'base_weight': 0.05, 'posterior_weight': 0.645648266612859, 'transition_weight': 0.30435173338714094, 'base_priors': {'MID_CYCLE': 0.24411173461391983, 'LATE_CYCLE': 0.25149200332481025, 'BUST': 0.25138390376188735, 'RECOVERY': 0.25301235829938257}, 'posterior_prior': {'MID_CYCLE': 0.7410785446435803, 'LATE_CYCLE': 0.04519792270069134, 'BUST': 0.005958726332366998, 'RECOVERY': 0.20776480632336136}, 'transition_prior': {'MID_CYCLE': 0.5494921852385427, 'LATE_CYCLE': 0.2285777766839293, 'BUST': 0.06476890403613386, 'RECOVERY': 0.15716113404139423}, 'is_stable': False, 'stress_score': 0.22824133306429537}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,155.4636993408203,MID_CYCLE,0.9059750402797944,0.1514516933160261,0.017345350138437476,0.028908916897395796,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-16.json,0.22824133306429537,1.0,0.07396465642083283,HOLD,0.0,Noise: No resonance detected,0.030554970612766547,1.5707224022064639,VALIDATION,0.7699388930190438,0.030554970612766547,0.004381455543912295,0.19512468082427734,0.0288603484,0.0319145689,RISING,-0.0146429521,-0.0317473747,FALLING,-0.0015772708,-0.0030057806,FALLING,-0.0126401255,0.0028385864,FALLING
