date,beta_expectation,expected_target_beta,protected_beta,overlay_beta,beta_overlay_multiplier,deployment_overlay_multiplier,overlay_state,target_beta,raw_target_beta,entropy,prior_details,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,deployment_multiplier,expected_deployment_state,expected_deployment_multiplier,deployment_rank_abs_error,actual_deployment_cash,expected_deployment_cash,deployment_pacing_error,lock_active,target_bucket,close
2018-01-01,0.8927246973529853,0.8,0.7339344902879124,0.7339344902879124,1.0,1.0,NEUTRAL,1.0,0.8927246973529853,0.6702891492299726,"{'base_weight': 1.0, 'posterior_weight': 0.0, 'transition_weight': 0.0, 'base_priors': {'MID_CYCLE': 0.24976076555023924, 'LATE_CYCLE': 0.25023923444976076, 'BUST': 0.24976076555023924, 'RECOVERY': 0.25023923444976076}, 'posterior_prior': {'MID_CYCLE': 0.24976076555023924, 'LATE_CYCLE': 0.25023923444976076, 'BUST': 0.24976076555023924, 'RECOVERY': 0.25023923444976076}, 'transition_prior': {'MID_CYCLE': 0.24976076555023924, 'LATE_CYCLE': 0.25023923444976076, 'BUST': 0.24976076555023924, 'RECOVERY': 0.25023923444976076}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,147.63450622558594
2018-01-02,0.6520525749665673,0.8,0.584666542366392,0.5825938994737032,0.996455,0.997546,PENALTY,1.0,0.6520525749665673,0.7125814839245751,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.24994944276859007, 'LATE_CYCLE': 0.250223430630781, 'BUST': 0.249703072430981, 'RECOVERY': 0.25012405416964784}, 'posterior_prior': {'MID_CYCLE': 0.6423131521900824, 'LATE_CYCLE': 0.21735859887144077, 'BUST': 0.1297273462776236, 'RECOVERY': 0.010600902660853275}, 'transition_prior': {'MID_CYCLE': 0.6381307887612069, 'LATE_CYCLE': 0.21801128292562735, 'BUST': 0.13097747783362726, 'RECOVERY': 0.01288045047953858}}",BUST,LATE_CYCLE,BUST,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,150.22213745117188
2018-01-03,0.8693190152742251,0.8,0.7028858859942663,0.6829935125347425,0.971699,0.980407,PENALTY,1.0,0.8693190152742251,0.720756451117463,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.24989978985659284, 'LATE_CYCLE': 0.2502140865175076, 'BUST': 0.24987540314259948, 'RECOVERY': 0.25001072048330003}, 'posterior_prior': {'MID_CYCLE': 0.14711095063094684, 'LATE_CYCLE': 0.2308703961208524, 'BUST': 0.6066253518901372, 'RECOVERY': 0.015393301358063634}, 'transition_prior': {'MID_CYCLE': 0.14755298617707222, 'LATE_CYCLE': 0.2304248961269333, 'BUST': 0.6025841589413407, 'RECOVERY': 0.01943795875465382}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,151.6818389892578
2018-01-04,0.7731553437831882,0.8,0.6287522804502853,0.5906737848416551,0.939438,0.958072,PENALTY,1.0,0.7731553437831882,0.807646407083249,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25005445840752705, 'LATE_CYCLE': 0.2502229557940042, 'BUST': 0.24982959033692145, 'RECOVERY': 0.24989299546154728}, 'posterior_prior': {'MID_CYCLE': 0.5687940956167805, 'LATE_CYCLE': 0.2685006855313121, 'BUST': 0.1554189491745055, 'RECOVERY': 0.007286269677401888}, 'transition_prior': {'MID_CYCLE': 0.5648326186183131, 'LATE_CYCLE': 0.2685174480219339, 'BUST': 0.15693612716521174, 'RECOVERY': 0.009713806194541208}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,151.94720458984375
2018-01-05,0.8423924551161046,0.8,0.6736641250422661,0.6386228119140677,0.947984,0.963989,PENALTY,1.0,0.8423924551161046,0.7672746825742461,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2500999931690721, 'LATE_CYCLE': 0.25026189180172365, 'BUST': 0.2498649572603674, 'RECOVERY': 0.24977315776883685}, 'posterior_prior': {'MID_CYCLE': 0.34351376217861573, 'LATE_CYCLE': 0.3301384324455325, 'BUST': 0.3224195837754842, 'RECOVERY': 0.003928221600367662}, 'transition_prior': {'MID_CYCLE': 0.34193160681273316, 'LATE_CYCLE': 0.3290056246795314, 'BUST': 0.32203538675770066, 'RECOVERY': 0.0070273817500347766}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,153.47323608398438
2018-01-08,0.8242149110316312,0.8,0.6632830168638946,0.6115442884164434,0.921996,0.945997,PENALTY,1.0,0.8242149110316312,0.7712695041755416,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2501932943457556, 'LATE_CYCLE': 0.2503300049765901, 'BUST': 0.24982154984443353, 'RECOVERY': 0.24965515083322076}, 'posterior_prior': {'MID_CYCLE': 0.4407348367717751, 'LATE_CYCLE': 0.3894321027197689, 'BUST': 0.16117405065131205, 'RECOVERY': 0.008659009857143988}, 'transition_prior': {'MID_CYCLE': 0.4379531000538759, 'LATE_CYCLE': 0.38774770646572143, 'BUST': 0.16320362783982575, 'RECOVERY': 0.011095565640576958}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,154.0703582763672
2018-01-09,0.8410364750486657,0.8,0.6749877185037827,0.6300450112426453,0.933417,0.953904,PENALTY,1.0,0.8410364750486657,0.7607131157160938,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2502476971185577, 'LATE_CYCLE': 0.2504333778392377, 'BUST': 0.24978191540665234, 'RECOVERY': 0.2495370096355522}, 'posterior_prior': {'MID_CYCLE': 0.3608487541584187, 'LATE_CYCLE': 0.46059082550563357, 'BUST': 0.16920494316806126, 'RECOVERY': 0.009355477167886433}, 'transition_prior': {'MID_CYCLE': 0.3590223968599552, 'LATE_CYCLE': 0.4577546088885517, 'BUST': 0.1714049652991663, 'RECOVERY': 0.011818028952326911}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,154.079833984375
2018-01-10,0.8341255913287969,0.8,0.6712930487211195,0.6712930487211195,1.0,1.0,NEUTRAL,1.0,0.8341255913287969,0.761207429197168,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2503149644515054, 'LATE_CYCLE': 0.25053897130663905, 'BUST': 0.24972526574332912, 'RECOVERY': 0.24942079849852647}, 'posterior_prior': {'MID_CYCLE': 0.3864528814718608, 'LATE_CYCLE': 0.46424262318393533, 'BUST': 0.13507574974827927, 'RECOVERY': 0.01422874559592458}, 'transition_prior': {'MID_CYCLE': 0.38430588047135567, 'LATE_CYCLE': 0.46134029350031164, 'BUST': 0.1378392365184051, 'RECOVERY': 0.016514589509927548}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,153.7196502685547
2018-01-11,0.8581316023349681,0.8,0.6897478947479608,0.6088556411477095,0.882722,0.918808,PENALTY,1.0,0.8581316023349681,0.742207945430373,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25036654349030524, 'LATE_CYCLE': 0.25065870736130275, 'BUST': 0.24966990334438524, 'RECOVERY': 0.24930484580400672}, 'posterior_prior': {'MID_CYCLE': 0.35428334113549687, 'LATE_CYCLE': 0.4918921163747955, 'BUST': 0.13813073274202436, 'RECOVERY': 0.015693809747683196}, 'transition_prior': {'MID_CYCLE': 0.35259335963364363, 'LATE_CYCLE': 0.4884268752349877, 'BUST': 0.14099618695190008, 'RECOVERY': 0.01798357817946868}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,154.771728515625
2018-01-12,0.8388505219740006,0.8,0.6744732541323064,0.6744732541323064,1.0,1.0,NEUTRAL,1.0,0.8388505219740006,0.7587234204139514,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25048223513482937, 'LATE_CYCLE': 0.25072004796480846, 'BUST': 0.24961316708622783, 'RECOVERY': 0.24918454981413432}, 'posterior_prior': {'MID_CYCLE': 0.4825170188989963, 'LATE_CYCLE': 0.37374668250662924, 'BUST': 0.13582115170523906, 'RECOVERY': 0.00791514688913537}, 'transition_prior': {'MID_CYCLE': 0.4789174738958669, 'LATE_CYCLE': 0.3723679824420026, 'BUST': 0.13842234609588056, 'RECOVERY': 0.01029219756624994}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,155.90914916992188
2018-01-15,0.8560319937375908,0.8,0.6880904461603363,0.6880904461603363,1.0,1.0,NEUTRAL,1.0,0.8560319937375908,0.7438964595483082,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25056555237029626, 'LATE_CYCLE': 0.2508053620398883, 'BUST': 0.2495658994319724, 'RECOVERY': 0.24906318615784312}, 'posterior_prior': {'MID_CYCLE': 0.4169165902816765, 'LATE_CYCLE': 0.42114328622144354, 'BUST': 0.1551913885523315, 'RECOVERY': 0.00674873494454858}, 'transition_prior': {'MID_CYCLE': 0.4142535667964833, 'LATE_CYCLE': 0.41882212699045135, 'BUST': 0.15770933536657797, 'RECOVERY': 0.009214970846487293}}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,155.90914916992188
2018-01-16,0.8371003875284081,0.8,0.6686524445383873,0.6686524445383873,1.0,1.0,NEUTRAL,1.0,0.8371003875284081,0.7749819255198269,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2506624565439097, 'LATE_CYCLE': 0.2508927641062248, 'BUST': 0.2495009606518024, 'RECOVERY': 0.24894381869806306}, 'posterior_prior': {'MID_CYCLE': 0.4432701761619978, 'LATE_CYCLE': 0.4246139987988492, 'BUST': 0.12042798167759129, 'RECOVERY': 0.011687843361561666}, 'transition_prior': {'MID_CYCLE': 0.4401772444958792, 'LATE_CYCLE': 0.4222856611566134, 'BUST': 0.12356421836448571, 'RECOVERY': 0.013972875983021639}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,155.4636993408203
2018-01-17,0.8415842841285599,0.8,0.6794341577263441,0.6781860371786008,0.998163,0.998728,PENALTY,1.0,0.8415842841285599,0.7472049212989269,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2507201305980257, 'LATE_CYCLE': 0.2510062823768538, 'BUST': 0.2494454200870375, 'RECOVERY': 0.248828166938083}, 'posterior_prior': {'MID_CYCLE': 0.3648378842933631, 'LATE_CYCLE': 0.47562115029459956, 'BUST': 0.1395491315897929, 'RECOVERY': 0.019991833822244443}, 'transition_prior': {'MID_CYCLE': 0.36305526962941354, 'LATE_CYCLE': 0.47209964586119707, 'BUST': 0.14258099649617717, 'RECOVERY': 0.022264088013212256}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,157.141357421875
2018-01-18,0.8604881838035673,0.8,0.6905550721090883,0.647425073970371,0.937543,0.956761,PENALTY,1.0,0.8604881838035673,0.7435584633145063,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25078913983537016, 'LATE_CYCLE': 0.25111864886832364, 'BUST': 0.24938481761921077, 'RECOVERY': 0.2487073936770954}, 'posterior_prior': {'MID_CYCLE': 0.3867213803663286, 'LATE_CYCLE': 0.4724546545087615, 'BUST': 0.13001196913696456, 'RECOVERY': 0.010811995987945421}, 'transition_prior': {'MID_CYCLE': 0.3845601024363102, 'LATE_CYCLE': 0.46900388842845997, 'BUST': 0.1332736565750157, 'RECOVERY': 0.013162352560214126}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,157.16976928710938
2018-01-19,0.8570569981203071,0.8,0.6912614555567824,0.6912614555567824,1.0,1.0,NEUTRAL,1.0,0.8570569981203071,0.7357827559231916,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25087841253623433, 'LATE_CYCLE': 0.2512216127798804, 'BUST': 0.24930950849413636, 'RECOVERY': 0.2485904661897489}, 'posterior_prior': {'MID_CYCLE': 0.42593458411787627, 'LATE_CYCLE': 0.45312508375953786, 'BUST': 0.10163472109463956, 'RECOVERY': 0.01930561102794629}, 'transition_prior': {'MID_CYCLE': 0.42307837611864035, 'LATE_CYCLE': 0.45010071101861876, 'BUST': 0.10535742388460764, 'RECOVERY': 0.021463488978133213}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,157.66262817382812
2018-01-22,0.8549069545388716,0.8,0.6904670304206466,0.6270911330994268,0.908213,0.936455,PENALTY,1.0,0.8549069545388716,0.7346754481321756,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2509718493629288, 'LATE_CYCLE': 0.25132018970589043, 'BUST': 0.24923859103493567, 'RECOVERY': 0.24846936989624502}, 'posterior_prior': {'MID_CYCLE': 0.43337037874002166, 'LATE_CYCLE': 0.44375273446177604, 'BUST': 0.1108002394452632, 'RECOVERY': 0.01207664735293911}, 'transition_prior': {'MID_CYCLE': 0.4303265270970285, 'LATE_CYCLE': 0.44090251222568, 'BUST': 0.11440941766174188, 'RECOVERY': 0.014361543015549677}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,159.3498077392578
2018-01-23,0.8388602495854209,0.8,0.6813884869630017,0.6813884869630017,1.0,1.0,NEUTRAL,1.0,0.8388602495854209,0.7361908435919816,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.2510633755418164, 'LATE_CYCLE': 0.25142074609557963, 'BUST': 0.24916882109094537, 'RECOVERY': 0.24834705727165857}, 'posterior_prior': {'MID_CYCLE': 0.4289298439410907, 'LATE_CYCLE': 0.4468359827674754, 'BUST': 0.11358211039462779, 'RECOVERY': 0.010652062896806157}, 'transition_prior': {'MID_CYCLE': 0.425943478437469, 'LATE_CYCLE': 0.44386961451768925, 'BUST': 0.11721616681788397, 'RECOVERY': 0.012970740226957855}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,160.6672821044922
2018-01-24,0.8443532514153513,0.8,0.6848897374245176,0.6848897374245176,1.0,1.0,NEUTRAL,1.0,0.8443532514153513,0.7343990835322003,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25112303149444604, 'LATE_CYCLE': 0.25154848403987023, 'BUST': 0.24910457220748075, 'RECOVERY': 0.24822391225820295}, 'posterior_prior': {'MID_CYCLE': 0.36653451872722503, 'LATE_CYCLE': 0.49867262633900883, 'BUST': 0.12480751773358993, 'RECOVERY': 0.009985337200176183}, 'transition_prior': {'MID_CYCLE': 0.36484760594098686, 'LATE_CYCLE': 0.49432240791745646, 'BUST': 0.1284708005636953, 'RECOVERY': 0.0123591855778614}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,MID_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,159.62464904785156
2018-01-25,0.8069956564501545,0.8,0.6740987148453443,0.6298623348810484,0.934377,0.954569,PENALTY,1.0,0.8069956564501545,0.7013604815348795,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25118777807527315, 'LATE_CYCLE': 0.25167576868252245, 'BUST': 0.24903498858297646, 'RECOVERY': 0.24810146465922792}, 'posterior_prior': {'MID_CYCLE': 0.3758858101912778, 'LATE_CYCLE': 0.49681835775158095, 'BUST': 0.11502110040007761, 'RECOVERY': 0.012274731657063604}, 'transition_prior': {'MID_CYCLE': 0.37403776322342364, 'LATE_CYCLE': 0.4924556886151242, 'BUST': 0.11891344241513074, 'RECOVERY': 0.014593105746321423}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,159.56773376464844
2018-01-26,0.8332935521101864,0.8,0.6820310002788903,0.6505573157090203,0.953853,0.968052,PENALTY,1.0,0.8332935521101864,0.7242550845268081,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25118475351278574, 'LATE_CYCLE': 0.2518567376193916, 'BUST': 0.24898233441944917, 'RECOVERY': 0.2479761744483735}, 'posterior_prior': {'MID_CYCLE': 0.24538574372145255, 'LATE_CYCLE': 0.5988294456376709, 'BUST': 0.14802822581066521, 'RECOVERY': 0.0077565848302113775}, 'transition_prior': {'MID_CYCLE': 0.24650796047818177, 'LATE_CYCLE': 0.5915146606788333, 'BUST': 0.1517225969059599, 'RECOVERY': 0.010254781937024964}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,162.0131378173828
2018-01-29,0.8084875032522655,0.8,0.6815922920953938,0.6815922920953938,1.0,1.0,NEUTRAL,0.6815922920953938,0.8084875032522655,0.6779114553059556,"{'base_weight': 0.05, 'posterior_weight': 0.65, 'transition_weight': 0.3, 'base_priors': {'MID_CYCLE': 0.25121807321295203, 'LATE_CYCLE': 0.25201544036357604, 'BUST': 0.2489119533630589, 'RECOVERY': 0.247854533060413}, 'posterior_prior': {'MID_CYCLE': 0.31481584498947657, 'LATE_CYCLE': 0.5549335595113496, 'BUST': 0.11457465922910175, 'RECOVERY': 0.01567593627007206}, 'transition_prior': {'MID_CYCLE': 0.31446583810191764, 'LATE_CYCLE': 0.5487621958225943, 'BUST': 0.11880435453109162, 'RECOVERY': 0.01796761154439644}}",LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,LATE_CYCLE,DEPLOY_SLOW,0.5,DEPLOY_SLOW,0.5,0,500.0,500.0,0.0,False,QQQ,161.22645568847656
